uniquid,protocol,deviceid,servertime,devicetime,fixtime,valid,latitude,longitude,altitude,speed,course,address,attributes,accuracy,network,geofenceids,trip
19342731,teltonika,11,"2024-10-03 16:01:53","2024-10-03 16:01:50","2024-10-03 16:01:50",1,7.8738916,-73.8271116,75,4.31966,148,NULL,"{"priority":0,"sat":20,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.1,"hdop":0.5,"power":25.902,"battery":4.0280000000000005,"io68":0,"operator":732101,"ip":"191.156.57.163","distance":50.49116015890196,"totalDistance":6708926.415542772,"hours":8112802000}",0,null,null,NULL
19342730,teltonika,15,"2024-10-03 16:01:51","2024-10-03 16:01:48","2024-10-03 16:01:48",1,7.10478,-73.8996683,95,4.31966,170,NULL,"{"priority":0,"sat":20,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.0,"hdop":0.5,"power":25.999,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":50.70537553112053,"totalDistance":5216974.541421727,"hours":1589395000}",0,null,null,NULL
19342729,teltonika,15,"2024-10-03 16:01:49","2024-10-03 16:01:21","2024-10-03 16:01:25",1,7.1052333,-73.8997133,95,3.7797,169,NULL,"{"result":"{\"dpt\":3.25}","ip":"191.156.189.156","distance":0.0,"totalDistance":5216923.8360461965,"motion":true,"hours":1589395000}",0,null,null,NULL
19342728,teltonika,15,"2024-10-03 16:01:49","2024-10-03 16:00:21","2024-10-03 16:01:25",1,7.1052333,-73.8997133,95,3.7797,169,NULL,"{"result":"{\"dpt\":3.88}","ip":"191.156.189.156","distance":0.0,"totalDistance":5216923.8360461965,"motion":true,"hours":1589395000}",0,null,null,NULL
19342727,teltonika,15,"2024-10-03 16:01:49","2024-10-03 15:59:21","2024-10-03 16:01:25",1,7.1052333,-73.8997133,95,3.7797,169,NULL,"{"result":"{\"dpt\":4.18}","ip":"191.156.189.156","distance":0.0,"totalDistance":5216923.8360461965,"motion":true,"hours":1589395000}",0,null,null,NULL
19342726,teltonika,15,"2024-10-03 16:01:49","2024-10-03 15:58:21","2024-10-03 16:01:25",1,7.1052333,-73.8997133,95,3.7797,169,NULL,"{"result":"{\"dpt\":5.14}","ip":"191.156.189.156","distance":0.0,"totalDistance":5216923.8360461965,"motion":true,"hours":1589395000}",0,null,null,NULL
19342725,teltonika,15,"2024-10-03 16:01:49","2024-10-03 15:57:21","2024-10-03 16:01:25",1,7.1052333,-73.8997133,95,3.7797,169,NULL,"{"result":"{\"dpt\":5.08}","ip":"191.156.189.156","distance":0.0,"totalDistance":5216923.8360461965,"motion":true,"hours":1589395000}",0,null,null,NULL
19342724,teltonika,15,"2024-10-03 16:01:49","2024-10-03 15:56:21","2024-10-03 16:01:25",1,7.1052333,-73.8997133,95,3.7797,169,NULL,"{"result":"{\"dpt\":4.96}","ip":"191.156.189.156","distance":0.0,"totalDistance":5216923.8360461965,"motion":true,"hours":1589395000}",0,null,null,NULL
19342723,teltonika,15,"2024-10-03 16:01:49","2024-10-03 15:55:21","2024-10-03 16:01:25",1,7.1052333,-73.8997133,95,3.7797,169,NULL,"{"result":"{\"dpt\":4.51}","ip":"191.156.189.156","distance":0.0,"totalDistance":5216923.8360461965,"motion":true,"hours":1589395000}",0,null,null,NULL
19342722,teltonika,15,"2024-10-03 16:01:48","2024-10-03 15:54:21","2024-10-03 16:01:25",1,7.1052333,-73.8997133,95,3.7797,169,NULL,"{"result":"{\"dpt\":5.05}","ip":"191.156.189.156","distance":0.0,"totalDistance":5216923.8360461965,"motion":true,"hours":1589395000}",0,null,null,NULL
19342721,teltonika,15,"2024-10-03 16:01:48","2024-10-03 15:53:21","2024-10-03 16:01:25",1,7.1052333,-73.8997133,95,3.7797,169,NULL,"{"result":"Rivertech EMI,MAGANGUE,StartUp","ip":"191.156.189.156","distance":0.0,"totalDistance":5216923.8360461965,"motion":true,"hours":1589395000}",0,null,null,NULL
19342720,teltonika,15,"2024-10-03 16:01:48","2024-10-03 15:52:12","2024-10-03 16:01:25",1,7.1052333,-73.8997133,95,3.7797,169,NULL,"{"result":"{\"dpt\":4.62}","ip":"191.156.189.156","distance":0.0,"totalDistance":5216923.8360461965,"motion":true,"hours":1589395000}",0,null,null,NULL
19342719,teltonika,2,"2024-10-03 16:01:48","2024-10-03 16:01:44","2024-10-03 16:01:37",1,10.31247,-75.5098516,35,3.23974,195,NULL,"{"result":"{\"dpt\":0.49}","ip":"191.156.76.232","distance":0.0,"totalDistance":2988153.061453003,"motion":true,"hours":2775577000}",0,null,null,NULL
19342718,teltonika,7,"2024-10-03 16:01:47","2024-10-03 16:01:45","2024-10-03 16:01:43",1,7.9719416,-73.8554116,81,9.17927,328,NULL,"{"result":"{\"dpt\":0.60}","ip":"191.156.147.158","distance":0.0,"totalDistance":2451386.740653215,"motion":true,"hours":2035848020}",0,null,null,"{"number": "2005", "origin": "ca - 2", "destination": "ca - 3", "draft": "5", "load_type": "wet", "tonnes": "300", "bargues": "6", "description": "null"}"
19342717,teltonika,4,"2024-10-03 16:01:46","2024-10-03 16:01:43","2024-10-03 16:01:43",1,9.69556,-74.7887966,43,8.63931,340,NULL,"{"priority":0,"sat":19,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.1,"hdop":0.5,"power":13.555,"battery":4.042,"io68":0,"operator":732101,"ip":"191.156.145.102","distance":51.03642594029582,"totalDistance":8222981.964572574,"hours":4939492990}",0,null,null,NULL
19342716,teltonika,7,"2024-10-03 16:01:46","2024-10-03 16:01:43","2024-10-03 16:01:43",1,7.9719416,-73.8554116,81,9.17927,328,NULL,"{"priority":0,"sat":19,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.1,"hdop":0.5,"power":24.124,"battery":4.0,"io68":0,"operator":732101,"ip":"191.156.147.158","distance":53.102227889410344,"totalDistance":2451386.740653215,"hours":2035848020}",0,null,null,"{"number": "2005", "origin": "ca - 2", "destination": "ca - 3", "draft": "5", "load_type": "wet", "tonnes": "300", "bargues": "6", "description": "null"}"
19342715,teltonika,860896050858034,"2024-10-03 16:01:45","2024-10-03 16:01:41","2024-10-03 16:01:41",1,7.5441633,-73.865625,93,8.63931,24,NULL,"{"priority":0,"sat":20,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.0,"hdop":0.5,"power":26.627,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.49.72","distance":50.138093257410034,"totalDistance":5789251.770148087,"hours":1666077000}",0,null,null,NULL
19342714,teltonika,15,"2024-10-03 16:01:45","2024-10-03 15:51:12","2024-10-03 16:01:25",1,7.1052333,-73.8997133,95,3.7797,169,NULL,"{"result":"{\"dpt\":4.51}","ip":"191.156.189.156","distance":0.0,"totalDistance":5216923.8360461965,"motion":true,"hours":1589395000}",0,null,null,NULL
19342713,teltonika,15,"2024-10-03 16:01:44","2024-10-03 15:50:12","2024-10-03 16:01:25",1,7.1052333,-73.8997133,95,3.7797,169,NULL,"{"result":"{\"dpt\":4.51}","ip":"191.156.189.156","distance":0.0,"totalDistance":5216923.8360461965,"motion":true,"hours":1589395000}",0,null,null,NULL
19342712,osmand,860896051154896,"2024-10-03 16:01:43","2024-10-03 16:01:42","2024-10-03 16:01:42",1,11.0169397,-74.8281646,67.1,0,0,NULL,"{"batteryLevel":66.0,"ip":"179.33.171.232","distance":0.0,"totalDistance":1.1647303652058642E7,"motion":false}",100,null,null,NULL
19342711,teltonika,12,"2024-10-03 16:01:43","2024-10-03 16:01:40","2024-10-03 16:00:52",1,10.2988633,-75.5133366,14,0,182,NULL,"{"result":"{\"dpt\":6.52}","ip":"190.130.81.22","distance":0.0,"totalDistance":6594785.155555331,"motion":false,"hours":1873543990}",0,null,null,NULL
19342710,teltonika,15,"2024-10-03 16:01:42","2024-10-03 16:01:25","2024-10-03 16:01:25",1,7.1052333,-73.8997133,95,3.7797,169,NULL,"{"priority":0,"sat":20,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.0,"hdop":0.5,"power":26.005,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":51.61054889911329,"totalDistance":5216923.8360461965,"hours":1589395000}",0,null,null,NULL
19342709,teltonika,15,"2024-10-03 16:01:42","2024-10-03 16:01:02","2024-10-03 16:01:02",1,7.1056583,-73.8999,96,3.7797,151,NULL,"{"priority":0,"sat":20,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.0,"hdop":0.5,"power":25.996000000000002,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":52.02717817795488,"totalDistance":5216872.225497297,"hours":1589372000}",0,null,null,NULL
19342708,teltonika,15,"2024-10-03 16:01:42","2024-10-03 16:00:38","2024-10-03 16:00:38",1,7.1060716,-73.9001199,99,3.7797,157,NULL,"{"priority":0,"sat":20,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.1,"hdop":0.5,"power":26.008,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":50.89825247957663,"totalDistance":5216820.198319119,"hours":1589348000}",0,null,null,NULL
19342707,teltonika,15,"2024-10-03 16:01:42","2024-10-03 16:00:15","2024-10-03 16:00:15",1,7.10652,-73.90021,119,3.7797,172,NULL,"{"priority":0,"sat":20,"event":0,"ignition":true,"motion":true,"rssi":4,"io200":0,"io69":1,"in2":false,"pdop":0.9,"hdop":0.5,"power":26.002,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":50.70478134141741,"totalDistance":5216769.30006664,"hours":1589325000}",0,null,null,NULL
19342706,teltonika,15,"2024-10-03 16:01:42","2024-10-03 15:59:18","2024-10-03 15:59:18",1,7.1069516,-73.9000633,141,0,146,NULL,"{"priority":0,"sat":20,"event":0,"ignition":true,"motion":true,"rssi":4,"io200":0,"io69":1,"in2":false,"pdop":0.8,"hdop":0.5,"power":26.012,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":0.0,"totalDistance":5216718.595285298,"hours":1589268000}",0,null,null,NULL
19342705,teltonika,15,"2024-10-03 16:01:42","2024-10-03 15:58:17","2024-10-03 15:58:17",1,7.1069516,-73.9000633,141,0,146,NULL,"{"priority":0,"sat":18,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":0.9,"hdop":0.5,"power":26.02,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":0.0,"totalDistance":5216718.595285298,"hours":1589207000}",0,null,null,NULL
19342704,teltonika,15,"2024-10-03 16:01:42","2024-10-03 15:57:17","2024-10-03 15:57:17",1,7.1069516,-73.9000633,141,0,146,NULL,"{"priority":0,"sat":18,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":0.9,"hdop":0.5,"power":26.017,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":0.0,"totalDistance":5216718.595285298,"hours":1589147000}",0,null,null,NULL
19342703,teltonika,2,"2024-10-03 16:01:42","2024-10-03 16:01:37","2024-10-03 16:01:37",1,10.31247,-75.5098516,35,3.23974,195,NULL,"{"priority":0,"sat":19,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":0.8,"hdop":0.5,"power":25.774,"battery":4.009,"io68":0,"operator":732101,"ip":"191.156.76.232","distance":50.36949128928743,"totalDistance":2988153.061453003,"hours":2775577000}",0,null,null,NULL
19342702,teltonika,15,"2024-10-03 16:01:42","2024-10-03 15:56:17","2024-10-03 15:56:17",1,7.1069566,-73.9000983,103,2.15983,170,NULL,"{"priority":0,"sat":19,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":0.8,"hdop":0.5,"power":26.014,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":3.9061068479803915,"totalDistance":5216722.501392147,"hours":1589087000}",0,null,null,NULL
19342701,teltonika,15,"2024-10-03 16:01:42","2024-10-03 15:55:17","2024-10-03 15:55:17",1,7.1069566,-73.9000983,103,0,126,NULL,"{"priority":0,"sat":19,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":0.8,"hdop":0.5,"power":26.007,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":3.9061068479803915,"totalDistance":5216722.501392147,"hours":1589027000}",0,null,null,NULL
19342700,teltonika,15,"2024-10-03 16:01:42","2024-10-03 15:54:16","2024-10-03 15:54:16",1,7.1069566,-73.9000983,103,0,126,NULL,"{"priority":0,"sat":19,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":0.8,"hdop":0.5,"power":26.013,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":3.9061068479803915,"totalDistance":5216722.501392147,"hours":1588966000}",0,null,null,NULL
19342699,teltonika,15,"2024-10-03 16:01:42","2024-10-03 15:53:17","2024-10-03 15:53:17",1,7.1069566,-73.9000983,103,0,126,NULL,"{"priority":0,"sat":19,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.1,"hdop":0.5,"power":26.016000000000002,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":3.9061068479803915,"totalDistance":5216722.501392147,"hours":1588907000}",0,null,null,NULL
19342698,teltonika,15,"2024-10-03 16:01:42","2024-10-03 15:52:17","2024-10-03 15:52:17",1,7.1069566,-73.9000983,103,0,126,NULL,"{"priority":0,"sat":19,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":0.8,"hdop":0.5,"power":26.0,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":3.9061068479803915,"totalDistance":5216722.501392147,"hours":1588847000}",0,null,null,NULL
19342697,teltonika,15,"2024-10-03 16:01:42","2024-10-03 15:51:16","2024-10-03 15:51:16",1,7.1069566,-73.9000983,103,0,126,NULL,"{"priority":0,"sat":19,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.1,"hdop":0.5,"power":26.018,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":3.9061068479803915,"totalDistance":5216722.501392147,"hours":1588786000}",0,null,null,NULL
19342696,teltonika,15,"2024-10-03 16:01:42","2024-10-03 15:50:16","2024-10-03 15:50:16",1,7.1069566,-73.9000983,103,0,126,NULL,"{"priority":0,"sat":18,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.1,"hdop":0.5,"power":25.998,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":3.9061068479803915,"totalDistance":5216722.501392147,"hours":1588726000}",0,null,null,NULL
19342695,teltonika,15,"2024-10-03 16:01:42","2024-10-03 15:49:16","2024-10-03 15:49:16",1,7.1069566,-73.9000983,103,0,126,NULL,"{"priority":0,"sat":18,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":0.9,"hdop":0.5,"power":26.016000000000002,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":3.9061068479803915,"totalDistance":5216722.501392147,"hours":1588666000}",0,null,null,NULL
19342694,teltonika,7,"2024-10-03 16:01:36","2024-10-03 16:01:32","2024-10-03 16:01:32",1,7.9715299,-73.8551683,81,9.17927,329,NULL,"{"priority":0,"sat":20,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.0,"hdop":0.5,"power":24.124,"battery":4.0,"io68":0,"operator":732101,"ip":"191.156.147.158","distance":51.88088026449054,"totalDistance":2451333.6384253255,"hours":2035837020}",0,null,null,"{"number": "2005", "origin": "ca - 2", "destination": "ca - 3", "draft": "5", "load_type": "wet", "tonnes": "300", "bargues": "6", "description": "null"}"
19342693,teltonika,8,"2024-10-03 16:01:36","2024-10-03 16:01:32","2024-10-03 16:01:23",1,7.4384733,-73.8956383,92,3.23974,174,NULL,"{"result":"{\"dpt\":0.00}","ip":"191.156.253.16","distance":0.0,"totalDistance":5886628.598364295,"motion":true,"hours":1751209000}",0,null,null,NULL
